OpenTime,Open,High,Low,Close,Volume
2019-10-23 02:00:00,8032.56000000,8039.01000000,8011.11000000,8033.92000000,677.39499800
2019-10-23 03:00:00,8033.03000000,8034.03000000,7930.00000000,7954.34000000,2429.36343300
2019-10-23 04:00:00,7953.58000000,7975.01000000,7930.00000000,7969.06000000,1868.44222600
2019-10-23 05:00:00,7969.45000000,7971.84000000,7920.00000000,7953.80000000,1662.77058800
2019-10-23 06:00:00,7954.33000000,7980.24000000,7938.79000000,7969.00000000,1219.34776200
2019-10-23 07:00:00,7969.01000000,7984.20000000,7945.76000000,7957.19000000,1112.54542100
2019-10-23 08:00:00,7957.34000000,7994.10000000,7947.80000000,7976.15000000,1108.70481900
2019-10-23 09:00:00,7976.57000000,7999.00000000,7972.55000000,7991.21000000,1219.89315800
2019-10-23 10:00:00,7991.19000000,8011.96000000,7986.19000000,7996.15000000,1141.96322400
2019-10-23 11:00:00,7997.54000000,8006.71000000,7945.31000000,7963.57000000,1704.12690600
2019-10-23 12:00:00,7962.23000000,7963.98000000,7500.00000000,7550.59000000,11662.65931100
2019-10-23 13:00:00,7553.37000000,7585.68000000,7400.00000000,7465.28000000,11605.02081700
2019-10-23 14:00:00,7465.28000000,7499.89000000,7440.06000000,7467.92000000,4172.61561700
2019-10-23 15:00:00,7467.92000000,7480.00000000,7423.74000000,7425.95000000,2904.35165200
2019-10-23 16:00:00,7425.96000000,7499.50000000,7300.00000000,7471.53000000,5684.78623700
2019-10-23 17:00:00,7470.80000000,7514.26000000,7460.45000000,7503.11000000,1832.43911800
2019-10-23 18:00:00,7503.11000000,7535.55000000,7487.31000000,7506.38000000,2078.76065600
2019-10-23 19:00:00,7506.37000000,7523.73000000,7480.05000000,7482.90000000,1565.07533500
2019-10-23 20:00:00,7482.90000000,7498.99000000,7460.01000000,7486.37000000,1338.77352300
2019-10-23 21:00:00,7486.06000000,7497.79000000,7426.00000000,7431.57000000,1137.26335800
2019-10-23 22:00:00,7428.58000000,7472.72000000,7386.37000000,7416.89000000,1735.48129000
2019-10-23 23:00:00,7416.89000000,7476.02000000,7405.21000000,7466.62000000,1629.30696400
2019-10-24 00:00:00,7468.47000000,7497.96000000,7448.00000000,7459.72000000,1332.34536300
2019-10-24 01:00:00,7459.70000000,7477.99000000,7420.00000000,7440.25000000,1172.50219700
2019-10-24 02:00:00,7439.03000000,7443.73000000,7400.00000000,7424.27000000,1564.51570200
2019-10-24 03:00:00,7424.33000000,7434.85000000,7400.00000000,7410.88000000,1378.89403300
2019-10-24 04:00:00,7410.94000000,7431.88000000,7397.13000000,7417.43000000,1620.79494400
2019-10-24 05:00:00,7416.57000000,7429.10000000,7407.49000000,7412.81000000,742.09629600
2019-10-24 06:00:00,7412.72000000,7414.38000000,7337.99000000,7360.14000000,2062.08550000
2019-10-24 07:00:00,7360.15000000,7441.67000000,7357.18000000,7420.89000000,1850.98235900
2019-10-24 08:00:00,7420.36000000,7459.95000000,7389.20000000,7449.41000000,1543.92509800
2019-10-24 09:00:00,7450.53000000,7478.00000000,7435.23000000,7441.00000000,1694.14342000
2019-10-24 10:00:00,7441.00000000,7459.88000000,7427.50000000,7435.41000000,1435.92024200
2019-10-24 11:00:00,7435.39000000,7441.98000000,7413.00000000,7421.83000000,1521.92891000
2019-10-24 12:00:00,7421.09000000,7463.75000000,7420.06000000,7442.77000000,1202.74786400
2019-10-24 13:00:00,7441.05000000,7465.98000000,7434.09000000,7448.00000000,1438.94410400
2019-10-24 14:00:00,7448.01000000,7503.68000000,7446.88000000,7466.30000000,2321.06394600
2019-10-24 15:00:00,7466.30000000,7469.75000000,7413.43000000,7436.82000000,2277.86119700
2019-10-24 16:00:00,7436.82000000,7463.01000000,7427.01000000,7454.97000000,1403.39746400
2019-10-24 17:00:00,7454.97000000,7457.97000000,7421.07000000,7434.82000000,992.28483200
2019-10-24 18:00:00,7434.21000000,7457.99000000,7431.02000000,7442.00000000,954.77863000
2019-10-24 19:00:00,7442.57000000,7479.00000000,7437.19000000,7471.30000000,1108.70119000
2019-10-24 20:00:00,7471.30000000,7471.96000000,7440.00000000,7442.16000000,716.75481100
2019-10-24 21:00:00,7441.96000000,7454.00000000,7429.41000000,7430.34000000,662.81053200
2019-10-24 22:00:00,7430.16000000,7455.60000000,7430.16000000,7451.12000000,555.99570600
2019-10-24 23:00:00,7452.65000000,7465.75000000,7403.76000000,7412.41000000,1158.90892500
2019-10-25 00:00:00,7412.41000000,7434.10000000,7411.94000000,7421.29000000,933.72485100
2019-10-25 01:00:00,7420.63000000,7446.69000000,7418.66000000,7437.99000000,730.80837100
2019-10-25 02:00:00,7437.13000000,7459.29000000,7425.11000000,7435.00000000,1902.02518500
2019-10-25 03:00:00,7435.00000000,7445.98000000,7427.81000000,7440.00000000,1073.19669400
2019-10-25 04:00:00,7440.02000000,7442.95000000,7422.43000000,7426.05000000,846.92267900
2019-10-25 05:00:00,7425.65000000,7449.00000000,7361.00000000,7446.93000000,1680.97544900
2019-10-25 06:00:00,7447.19000000,7464.78000000,7437.14000000,7443.78000000,981.02448100
2019-10-25 07:00:00,7443.78000000,7469.00000000,7441.82000000,7462.79000000,2160.07947900
2019-10-25 08:00:00,7461.72000000,7475.00000000,7444.01000000,7444.61000000,1329.16347000
2019-10-25 09:00:00,7445.34000000,7459.95000000,7442.00000000,7450.80000000,770.65422900
2019-10-25 10:00:00,7450.80000000,7616.08000000,7439.00000000,7583.92000000,5196.70246900
2019-10-25 11:00:00,7585.36000000,7642.58000000,7564.65000000,7581.10000000,4991.82778500
2019-10-25 12:00:00,7578.00000000,7649.99000000,7578.00000000,7619.04000000,3097.66409200
2019-10-25 13:00:00,7619.46000000,7688.00000000,7611.47000000,7668.34000000,2658.39457100
2019-10-25 14:00:00,7668.70000000,7694.44000000,7638.39000000,7668.80000000,2656.62810100
2019-10-25 15:00:00,7669.80000000,8403.95000000,7668.12000000,8263.16000000,12108.95877700
2019-10-25 16:00:00,8262.95000000,8490.00000000,8247.30000000,8393.21000000,11619.20024300
2019-10-25 17:00:00,8394.14000000,8799.00000000,8353.00000000,8490.16000000,14089.79122900
2019-10-25 18:00:00,8490.29000000,8660.00000000,8444.48000000,8622.00000000,6783.93987100
2019-10-25 19:00:00,8622.00000000,8670.00000000,8540.00000000,8634.87000000,3962.09793900
2019-10-25 20:00:00,8634.87000000,8657.27000000,8535.00000000,8556.58000000,2940.94069500
2019-10-25 21:00:00,8560.54000000,8635.63000000,8556.77000000,8597.61000000,1689.60128900
2019-10-25 22:00:00,8597.59000000,8706.07000000,8550.03000000,8591.79000000,4287.15872000
2019-10-25 23:00:00,8592.00000000,8668.00000000,8590.18000000,8655.02000000,2256.73750500
2019-10-26 00:00:00,8655.88000000,9371.40000000,8470.38000000,9200.15000000,16004.03395800
2019-10-26 01:00:00,9200.18000000,10370.00000000,9200.00000000,10027.23000000,23098.77554700
2019-10-26 02:00:00,10027.23000000,10210.00000000,9560.00000000,9630.02000000,15185.49517000
2019-10-26 03:00:00,9630.43000000,9688.44000000,9415.00000000,9554.05000000,9407.47759200
2019-10-26 04:00:00,9554.05000000,9663.46000000,9455.00000000,9600.28000000,5091.76191100
2019-10-26 05:00:00,9605.24000000,9777.00000000,9592.39000000,9594.88000000,4972.76858200
2019-10-26 06:00:00,9594.98000000,9632.18000000,9526.13000000,9585.89000000,3592.89958400
2019-10-26 07:00:00,9585.89000000,9613.80000000,9301.01000000,9481.47000000,6370.23954900
2019-10-26 08:00:00,9481.47000000,9486.58000000,9315.00000000,9339.64000000,4618.70826000
2019-10-26 09:00:00,9344.45000000,9348.82000000,8970.00000000,9143.99000000,14095.43755400
2019-10-26 10:00:00,9143.99000000,9341.55000000,9125.79000000,9236.22000000,5595.83776500
2019-10-26 11:00:00,9235.34000000,9311.81000000,9151.43000000,9224.22000000,3868.91684400
2019-10-26 12:00:00,9224.13000000,9444.44000000,9182.17000000,9269.09000000,5654.06063500
2019-10-26 13:00:00,9270.00000000,9272.80000000,9059.00000000,9105.56000000,6568.15284700
2019-10-26 14:00:00,9102.10000000,9210.00000000,9051.00000000,9154.32000000,5337.11980200
2019-10-26 15:00:00,9154.78000000,9297.76000000,9128.00000000,9196.53000000,4984.96096400
2019-10-26 16:00:00,9194.94000000,9247.94000000,9050.00000000,9166.51000000,5373.92177000
2019-10-26 17:00:00,9164.41000000,9170.00000000,9075.00000000,9131.06000000,2590.84758900
2019-10-26 18:00:00,9131.07000000,9164.63000000,8855.50000000,9072.01000000,5224.46258300
2019-10-26 19:00:00,9071.04000000,9170.00000000,8898.05000000,8996.16000000,5225.48133500
2019-10-26 20:00:00,8998.79000000,9147.81000000,8994.79000000,9108.71000000,2819.51866500
2019-10-26 21:00:00,9108.71000000,9228.18000000,9074.34000000,9214.03000000,2572.73017700
2019-10-26 22:00:00,9210.59000000,9240.00000000,9120.00000000,9149.36000000,2072.95013200
2019-10-26 23:00:00,9149.29000000,9289.70000000,9113.23000000,9230.00000000,2262.02659800
2019-10-27 00:00:00,9230.00000000,9369.80000000,9175.00000000,9217.00000000,4098.27304200
2019-10-27 01:00:00,9217.60000000,9225.00000000,9096.00000000,9157.53000000,2091.26207000
2019-10-27 02:00:00,9156.89000000,9187.60000000,9141.30000000,9174.84000000,997.74562000
2019-10-27 03:00:00,9175.30000000,9205.21000000,9112.82000000,9131.61000000,1206.29126600
2019-10-27 04:00:00,9130.26000000,9145.60000000,9074.34000000,9099.42000000,1489.75450500
2019-10-27 05:00:00,9100.00000000,9187.61000000,9086.44000000,9180.00000000,1552.96024000
2019-10-27 06:00:00,9179.99000000,9189.06000000,9137.00000000,9168.10000000,1229.91256100
2019-10-27 07:00:00,9170.43000000,9206.13000000,9129.26000000,9149.08000000,1203.13483100
2019-10-27 08:00:00,9148.84000000,9282.18000000,9147.29000000,9242.61000000,1958.11872100
2019-10-27 09:00:00,9242.63000000,9299.00000000,9211.00000000,9232.65000000,2644.17680300
2019-10-27 10:00:00,9230.88000000,9422.10000000,9230.88000000,9393.79000000,4687.22146400
2019-10-27 11:00:00,9391.70000000,9642.99000000,9207.00000000,9275.83000000,14016.20861200
2019-10-27 12:00:00,9275.71000000,9328.05000000,9211.19000000,9301.00000000,4420.62905200
2019-10-27 13:00:00,9301.76000000,9521.11000000,9301.00000000,9439.74000000,5382.77933300
2019-10-27 14:00:00,9441.21000000,9579.00000000,9360.00000000,9526.91000000,6107.92118500
2019-10-27 15:00:00,9532.20000000,9610.00000000,9445.00000000,9526.44000000,5722.06930500
2019-10-27 16:00:00,9523.98000000,9774.98000000,9376.00000000,9678.62000000,10355.11726300
2019-10-27 17:00:00,9678.00000000,9716.99000000,9570.00000000,9660.00000000,3916.31091500
2019-10-27 18:00:00,9659.95000000,9685.67000000,9600.00000000,9632.52000000,2566.87920600
2019-10-27 19:00:00,9632.52000000,9794.98000000,9615.46000000,9712.73000000,3010.37295900
2019-10-27 20:00:00,9712.00000000,9749.00000000,9504.77000000,9590.23000000,4745.81866500
2019-10-27 21:00:00,9590.21000000,9720.00000000,9476.00000000,9605.54000000,3523.28120500
2019-10-27 22:00:00,9610.17000000,9700.00000000,9510.71000000,9562.85000000,3473.70972200
2019-10-27 23:00:00,9561.21000000,9581.37000000,9420.00000000,9529.93000000,3433.59305900
2019-10-28 00:00:00,9528.23000000,9702.80000000,9527.17000000,9696.10000000,2730.08231400
2019-10-28 01:00:00,9696.10000000,9902.10000000,9633.34000000,9725.44000000,10007.80875700
2019-10-28 02:00:00,9725.01000000,9783.47000000,9643.20000000,9736.02000000,3650.12156800
2019-10-28 03:00:00,9736.02000000,9743.48000000,9592.00000000,9615.45000000,2553.51851500
2019-10-28 04:00:00,9615.73000000,9636.94000000,9525.00000000,9612.53000000,2894.80747800
2019-10-28 05:00:00,9612.53000000,9679.26000000,9593.10000000,9605.14000000,1622.50844100
2019-10-28 06:00:00,9605.14000000,9609.36000000,9322.52000000,9447.64000000,5346.40364100
2019-10-28 07:00:00,9446.02000000,9454.50000000,9335.26000000,9426.11000000,5775.84517500
2019-10-28 08:00:00,9426.18000000,9434.96000000,9265.00000000,9351.51000000,3558.42307100
2019-10-28 09:00:00,9350.13000000,9420.00000000,9320.00000000,9398.43000000,2388.26905800
2019-10-28 10:00:00,9400.11000000,9468.75000000,9344.93000000,9412.00000000,2417.77852700
2019-10-28 11:00:00,9412.78000000,9440.62000000,9339.77000000,9407.91000000,2206.32721000
2019-10-28 12:00:00,9407.91000000,9410.00000000,9254.00000000,9323.07000000,3772.23928800
2019-10-28 13:00:00,9323.60000000,9415.00000000,9297.25000000,9357.53000000,3550.19852700
2019-10-28 14:00:00,9357.54000000,9374.00000000,9292.71000000,9332.71000000,2497.41863800
2019-10-28 15:00:00,9332.53000000,9399.94000000,9310.00000000,9376.21000000,2287.79743600
2019-10-28 16:00:00,9376.22000000,9400.00000000,9323.57000000,9351.69000000,2719.82800900
2019-10-28 17:00:00,9351.69000000,9368.00000000,9320.23000000,9355.69000000,1320.24421600
2019-10-28 18:00:00,9354.97000000,9478.93000000,9337.00000000,9347.62000000,4708.74935200
2019-10-28 19:00:00,9347.63000000,9419.00000000,9347.63000000,9397.73000000,2401.34485300
2019-10-28 20:00:00,9397.73000000,9440.55000000,9370.00000000,9425.66000000,1287.06087700
2019-10-28 21:00:00,9425.66000000,9478.90000000,9402.74000000,9447.27000000,1813.51250300
2019-10-28 22:00:00,9447.05000000,9462.74000000,9390.54000000,9434.46000000,1414.56049700
2019-10-28 23:00:00,9434.23000000,9483.49000000,9160.00000000,9205.14000000,7249.36937200
2019-10-29 00:00:00,9204.45000000,9288.00000000,9188.80000000,9267.91000000,2095.41644600
2019-10-29 01:00:00,9267.84000000,9306.43000000,9221.54000000,9280.69000000,1457.89694600
2019-10-29 02:00:00,9281.16000000,9294.70000000,9231.95000000,9258.00000000,1757.63435200
2019-10-29 03:00:00,9258.75000000,9302.00000000,9238.02000000,9285.00000000,2073.70466400
2019-10-29 04:00:00,9285.78000000,9450.00000000,9283.93000000,9416.00000000,3459.06092000
2019-10-29 05:00:00,9415.93000000,9550.00000000,9355.00000000,9392.27000000,4984.85523400
2019-10-29 06:00:00,9392.18000000,9480.00000000,9375.00000000,9426.04000000,2522.42236100
2019-10-29 07:00:00,9426.04000000,9485.00000000,9425.99000000,9441.68000000,2291.03470500
2019-10-29 08:00:00,9441.56000000,9467.45000000,9391.89000000,9418.06000000,2111.84686700
2019-10-29 09:00:00,9417.50000000,9421.01000000,9351.00000000,9384.90000000,1954.43307400
2019-10-29 10:00:00,9385.35000000,9490.10000000,9382.78000000,9447.98000000,2599.69595400
2019-10-29 11:00:00,9447.97000000,9459.80000000,9380.62000000,9432.27000000,2024.59132300
2019-10-29 12:00:00,9434.93000000,9469.27000000,9366.04000000,9395.00000000,3001.34821900
2019-10-29 13:00:00,9395.00000000,9420.97000000,9265.83000000,9338.72000000,4076.53386600
2019-10-29 14:00:00,9337.79000000,9372.02000000,9301.47000000,9359.33000000,2295.01210300
2019-10-29 15:00:00,9362.61000000,9365.01000000,9305.03000000,9340.06000000,1867.07354700
2019-10-29 16:00:00,9341.66000000,9355.43000000,9256.91000000,9301.84000000,3168.35502500
2019-10-29 17:00:00,9303.32000000,9354.88000000,9267.52000000,9318.13000000,1905.88280800
2019-10-29 18:00:00,9318.49000000,9397.00000000,9303.00000000,9357.06000000,2068.19079300
2019-10-29 19:00:00,9356.96000000,9384.73000000,9072.00000000,9225.09000000,5759.08046300
2019-10-29 20:00:00,9227.76000000,9482.00000000,9214.47000000,9426.43000000,6650.17326600
2019-10-29 21:00:00,9423.15000000,9436.68000000,9377.70000000,9397.91000000,1475.10593600
2019-10-29 22:00:00,9396.60000000,9454.00000000,9395.40000000,9437.83000000,1335.73291700
2019-10-29 23:00:00,9438.82000000,9449.69000000,9390.00000000,9407.62000000,1223.38065700
2019-10-30 00:00:00,9407.62000000,9409.84000000,9245.01000000,9352.90000000,2502.99604900
2019-10-30 01:00:00,9349.39000000,9390.00000000,9250.00000000,9380.95000000,3019.91222100
2019-10-30 02:00:00,9380.12000000,9394.84000000,9272.57000000,9309.08000000,1392.81676900
2019-10-30 03:00:00,9306.16000000,9321.96000000,9251.17000000,9276.93000000,1789.28898700
2019-10-30 04:00:00,9279.24000000,9331.72000000,9212.20000000,9238.43000000,2326.63451800
2019-10-30 05:00:00,9239.63000000,9258.62000000,9153.00000000,9199.13000000,2940.99325400
2019-10-30 06:00:00,9200.44000000,9243.91000000,9191.82000000,9231.22000000,1388.13567100
2019-10-30 07:00:00,9231.22000000,9253.18000000,9151.00000000,9161.30000000,2152.36536500
2019-10-30 08:00:00,9164.71000000,9234.00000000,9161.15000000,9192.85000000,1861.69915500
2019-10-30 09:00:00,9192.85000000,9248.79000000,9191.55000000,9219.36000000,1503.06454100
2019-10-30 10:00:00,9219.98000000,9222.02000000,9023.00000000,9114.62000000,6636.61285900
2019-10-30 11:00:00,9113.29000000,9115.00000000,9018.00000000,9097.69000000,3934.81971800
2019-10-30 12:00:00,9096.23000000,9172.41000000,9076.84000000,9123.32000000,2929.62779600
2019-10-30 13:00:00,9123.33000000,9142.39000000,9028.25000000,9042.72000000,2555.50598800
2019-10-30 14:00:00,9042.76000000,9128.00000000,9021.00000000,9083.15000000,2655.02533000
2019-10-30 15:00:00,9081.44000000,9129.39000000,9001.01000000,9093.72000000,2721.35496300
2019-10-30 16:00:00,9093.72000000,9164.55000000,9012.07000000,9056.60000000,2775.97328000
2019-10-30 17:00:00,9058.40000000,9134.20000000,9054.42000000,9113.00000000,1310.21120800
2019-10-30 18:00:00,9110.52000000,9163.01000000,9100.03000000,9163.01000000,1363.25418100
2019-10-30 19:00:00,9163.25000000,9204.65000000,9146.68000000,9202.09000000,1883.89828800
2019-10-30 20:00:00,9201.17000000,9217.33000000,9128.07000000,9173.52000000,1479.36505300
2019-10-30 21:00:00,9172.99000000,9175.47000000,9128.26000000,9136.63000000,905.80775300
2019-10-30 22:00:00,9136.61000000,9225.00000000,9135.00000000,9216.64000000,1613.06952700
2019-10-30 23:00:00,9215.42000000,9223.00000000,9147.27000000,9154.72000000,1599.35396000
2019-10-31 00:00:00,9154.02000000,9204.97000000,9120.94000000,9138.32000000,1403.62100100
2019-10-31 01:00:00,9138.57000000,9146.01000000,9054.83000000,9057.82000000,2216.80564100
2019-10-31 02:00:00,9058.93000000,9118.41000000,9051.01000000,9090.96000000,1117.32745300
2019-10-31 03:00:00,9089.82000000,9133.73000000,9069.17000000,9100.02000000,1117.48930900
2019-10-31 04:00:00,9100.01000000,9115.68000000,9074.74000000,9081.27000000,734.87240500
2019-10-31 05:00:00,9081.29000000,9179.72000000,9078.23000000,9167.46000000,1580.70126800
2019-10-31 06:00:00,9167.46000000,9209.00000000,9095.00000000,9120.46000000,2569.24668500
2019-10-31 07:00:00,9120.44000000,9123.18000000,9077.03000000,9098.32000000,1527.52499400
2019-10-31 08:00:00,9096.02000000,9139.19000000,9075.98000000,9113.70000000,1285.90777200
2019-10-31 09:00:00,9113.39000000,9114.98000000,9022.38000000,9037.92000000,2496.23848100
2019-10-31 10:00:00,9037.92000000,9081.07000000,8913.00000000,9072.68000000,5314.38415300
2019-10-31 11:00:00,9072.68000000,9149.42000000,9048.82000000,9109.53000000,2842.65106500
2019-10-31 12:00:00,9109.53000000,9405.00000000,9108.42000000,9303.88000000,8100.18158000
2019-10-31 13:00:00,9303.91000000,9330.00000000,9258.88000000,9290.88000000,2452.88898700
2019-10-31 14:00:00,9290.50000000,9291.44000000,9222.33000000,9238.65000000,2308.50471700
2019-10-31 15:00:00,9236.42000000,9276.00000000,9180.00000000,9213.98000000,2628.76348100
2019-10-31 16:00:00,9213.98000000,9257.99000000,9202.00000000,9239.57000000,2087.55226300
2019-10-31 17:00:00,9239.48000000,9264.04000000,9227.03000000,9243.41000000,1290.68483900
2019-10-31 18:00:00,9244.93000000,9259.18000000,9193.10000000,9229.95000000,1199.73381700
2019-10-31 19:00:00,9229.96000000,9250.00000000,9206.89000000,9211.04000000,1090.63900300
2019-10-31 20:00:00,9211.02000000,9243.47000000,9123.33000000,9185.98000000,2463.66525000
2019-10-31 21:00:00,9182.82000000,9200.00000000,9013.00000000,9126.20000000,4114.41439900
2019-10-31 22:00:00,9126.22000000,9157.07000000,9083.86000000,9122.69000000,1348.61177300
2019-10-31 23:00:00,9123.92000000,9157.00000000,9105.07000000,9140.85000000,1083.61456600
2019-11-01 00:00:00,9140.86000000,9144.70000000,9098.28000000,9125.52000000,1312.05812600
2019-11-01 01:00:00,9127.00000000,9141.70000000,9090.08000000,9092.65000000,992.63412400
2019-11-01 02:00:00,9092.71000000,9140.61000000,9062.09000000,9123.16000000,1379.95509200
2019-11-01 03:00:00,9122.85000000,9122.85000000,9043.85000000,9063.13000000,1559.19414300
2019-11-01 04:00:00,9064.12000000,9100.00000000,9030.00000000,9078.33000000,1155.04362300
2019-11-01 05:00:00,9077.63000000,9111.58000000,9072.28000000,9080.79000000,906.47597400
2019-11-01 06:00:00,9080.62000000,9137.00000000,9070.00000000,9118.90000000,1092.37259800
2019-11-01 07:00:00,9116.37000000,9127.50000000,9080.12000000,9099.00000000,1110.75613600
2019-11-01 08:00:00,9099.43000000,9174.99000000,9094.20000000,9134.63000000,2269.69517600
2019-11-01 09:00:00,9134.63000000,9136.00000000,9088.88000000,9103.12000000,1404.48280100
2019-11-01 10:00:00,9103.42000000,9181.32000000,9095.13000000,9155.93000000,2095.12310100
2019-11-01 11:00:00,9155.93000000,9279.00000000,9132.41000000,9163.16000000,4929.04969200
2019-11-01 12:00:00,9164.56000000,9213.14000000,9130.00000000,9188.64000000,2496.50163400
2019-11-01 13:00:00,9188.35000000,9219.98000000,9061.65000000,9112.86000000,3273.90214300
2019-11-01 14:00:00,9111.95000000,9136.30000000,9075.80000000,9122.50000000,1998.40436300
2019-11-01 15:00:00,9123.74000000,9248.51000000,9076.00000000,9082.43000000,3083.54798900
2019-11-01 16:00:00,9082.43000000,9200.00000000,9060.00000000,9152.90000000,3046.51682200
2019-11-01 17:00:00,9150.75000000,9202.00000000,9138.94000000,9159.94000000,1234.20923700
2019-11-01 18:00:00,9160.16000000,9205.20000000,9148.84000000,9181.11000000,1068.55930000
2019-11-01 19:00:00,9183.51000000,9213.57000000,9158.27000000,9170.49000000,945.63988200
2019-11-01 20:00:00,9170.09000000,9209.00000000,9167.15000000,9190.25000000,1300.33980000
2019-11-01 21:00:00,9190.15000000,9275.00000000,9180.00000000,9259.21000000,1886.48248300
2019-11-01 22:00:00,9256.41000000,9277.16000000,9183.67000000,9188.50000000,1684.09200100
2019-11-01 23:00:00,9190.93000000,9246.97000000,9184.82000000,9231.61000000,1369.77787500
2019-11-02 00:00:00,9231.40000000,9265.29000000,9209.16000000,9243.54000000,1118.57565400
2019-11-02 01:00:00,9244.74000000,9270.76000000,9224.03000000,9238.38000000,1838.47002700
2019-11-02 02:00:00,9238.37000000,9249.98000000,9209.99000000,9249.88000000,962.53883000
2019-11-02 03:00:00,9248.98000000,9251.01000000,9225.07000000,9236.67000000,1016.86401000
2019-11-02 04:00:00,9236.27000000,9242.95000000,9196.00000000,9200.00000000,987.22229200
2019-11-02 05:00:00,9200.81000000,9227.99000000,9191.02000000,9216.70000000,590.62190900
2019-11-02 06:00:00,9217.44000000,9224.35000000,9186.21000000,9203.97000000,867.62918800
2019-11-02 07:00:00,9204.06000000,9220.00000000,9191.47000000,9213.97000000,630.26707900
2019-11-02 08:00:00,9213.97000000,9240.59000000,9194.19000000,9202.01000000,1357.26356800
2019-11-02 09:00:00,9201.99000000,9224.35000000,9200.03000000,9208.90000000,702.72321000
2019-11-02 10:00:00,9209.40000000,9221.00000000,9201.55000000,9214.91000000,752.80675700
